MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,SalePrice
20,RL,7150,Inside,NAmes,1Fam,1Story,5,5,1967,Gable,HdBoard,BrkFace,60,CBlock,432,460,892,TA,892,0,892,0,0,1,3,1,TA,100000
120,FV,5119,CulDSac,Somerst,TwnhsE,1Story,9,5,1999,Gable,MetalSd,BrkFace,60,PConc,1238,460,1698,Ex,1709,0,1709,1,0,2,2,1,Gd,328900
90,RL,8393,Corner,NAmes,Duplex,1Story,5,5,1959,Gable,MetalSd,BrkFace,122,CBlock,528,1098,1626,Ex,1712,0,1712,0,0,2,4,2,TA,145000
50,RL,16466,Inside,Edwards,1Fam,1.5Fin,5,7,1955,Gable,MetalSd,None,0,PConc,0,816,816,TA,872,521,1393,0,0,1,3,1,TA,135500
20,RL,15865,Inside,NAmes,1Fam,1Story,8,6,1970,Flat,Wd Sdng,None,0,PConc,351,1043,2217,Ex,2217,0,2217,1,0,2,4,1,Gd,268000
20,RL,12160,Inside,NAmes,1Fam,1Story,6,4,1953,Hip,Wd Sdng,BrkFace,90,CBlock,1024,481,1505,Ex,1505,0,1505,1,0,1,2,1,TA,149500
50,RL,8064,Corner,NAmes,1Fam,1.5Fin,5,7,1949,Gable,MetalSd,None,0,CBlock,0,672,672,Ex,672,252,924,0,0,1,3,1,TA,122900
60,RL,11184,Inside,Sawyer,1Fam,2Story,6,5,1978,Hip,HdBoard,BrkFace,92,CBlock,226,192,918,Gd,918,765,1683,0,0,2,3,1,TA,172500
20,RL,8414,Inside,Sawyer,1Fam,1Story,6,8,1963,Hip,HdBoard,None,0,CBlock,663,396,1059,TA,1068,0,1068,0,1,1,3,1,TA,154500
20,RL,13284,Inside,Sawyer,1Fam,1Story,5,5,1954,Gable,Wd Sdng,None,0,PConc,1064,319,1383,TA,1383,0,1383,1,0,1,3,1,TA,165000
90,RL,7018,Inside,SawyerW,Duplex,1Story,5,5,1979,Gable,Plywood,None,0,Slab,0,0,0,TA,1535,0,1535,0,0,2,4,2,TA,118858
60,RL,7056,Inside,NAmes,1Fam,2Story,6,5,1963,Hip,HdBoard,BrkFace,415,CBlock,400,380,780,TA,983,813,1796,1,0,1,4,1,TA,140000
30,RM,8765,Inside,IDOTRR,1Fam,1Story,4,6,1936,Gable,Wd Sdng,None,0,BrkTil,285,666,951,Ex,951,0,951,0,0,1,2,1,TA,106500
90,RL,7018,Inside,SawyerW,Duplex,2Story,5,5,1979,Gable,Plywood,None,0,Slab,0,0,0,TA,1120,1120,2240,0,0,2,6,2,TA,142953
20,RL,12919,Inside,NridgHt,1Fam,1Story,9,5,2009,Hip,VinylSd,Stone,760,PConc,2188,142,2330,Ex,2364,0,2364,1,0,2,2,1,Ex,611657
20,RL,6993,Inside,Sawyer,1Fam,1Story,5,7,1961,Gable,HdBoard,None,0,CBlock,465,447,912,TA,1236,0,1236,0,0,1,3,1,TA,135000
20,RL,7340,Inside,NAmes,1Fam,1Story,4,6,1971,Gable,HdBoard,None,0,CBlock,322,536,858,TA,858,0,858,0,0,1,2,1,TA,110000
20,RL,8712,Inside,NAmes,1Fam,1Story,5,7,1957,Hip,MetalSd,None,0,CBlock,860,132,992,TA,1306,0,1306,1,0,1,2,1,TA,153000
60,RL,7875,Inside,Gilbert,1Fam,2Story,7,5,2003,Gable,VinylSd,None,0,PConc,0,783,783,Ex,807,702,1509,0,0,2,3,1,Gd,180000
20,RL,14859,CulDSac,Gilbert,1Fam,1Story,7,5,2006,Hip,VinylSd,BrkFace,27,PConc,0,1670,1670,Ex,1670,0,1670,0,0,2,3,1,Gd,240000
20,RL,6173,Inside,Sawyer,1Fam,1Story,5,6,1967,Gable,HdBoard,BrkFace,75,CBlock,599,277,876,TA,902,0,902,0,0,1,3,1,TA,125500
20,RL,9920,Inside,NAmes,1Fam,1Story,5,5,1954,Gable,HdBoard,Stone,110,CBlock,354,412,1056,TA,1063,0,1063,1,0,1,3,1,TA,128000
20,RL,13501,Corner,Somerst,1Fam,1Story,8,5,2006,Gable,VinylSd,Stone,208,PConc,63,1560,1623,Ex,1636,0,1636,1,0,2,3,1,Gd,255000
50,RL,11500,Inside,Crawfor,1Fam,1.5Fin,7,7,1936,Gable,BrkFace,None,0,CBlock,223,794,1017,Gd,1020,1037,2057,0,0,1,3,1,Gd,250000
20,RL,8885,Inside,Mitchel,1Fam,1Story,5,5,1983,Gable,HdBoard,None,0,CBlock,301,239,864,TA,902,0,902,1,0,1,2,1,TA,131000
60,RL,12589,Inside,Gilbert,1Fam,2Story,6,5,2005,Gable,VinylSd,None,0,PConc,0,742,742,Ex,742,742,1484,0,0,2,3,1,Gd,174000
90,RL,11600,Corner,NAmes,Duplex,2Story,5,5,1960,Gable,MetalSd,BrkFace,361,CBlock,443,662,1105,TA,1105,1169,2274,0,0,2,5,2,TA,154300
20,RL,9286,CulDSac,CollgCr,1Fam,1Story,5,7,1977,Gable,HdBoard,None,0,CBlock,196,1072,1268,TA,1268,0,1268,0,0,1,3,1,Gd,143500
30,RM,6120,Inside,BrkSide,1Fam,1Story,5,7,1925,Gable,MetalSd,None,0,BrkTil,489,279,768,TA,1015,0,1015,0,0,1,3,1,TA,88000
90,RH,6270,Inside,Crawfor,Duplex,2Story,5,6,1949,Gable,MetalSd,None,0,CBlock,284,717,1001,TA,1001,1001,2002,0,0,2,4,2,TA,145000
160,FV,3000,Inside,Somerst,TwnhsE,2Story,6,5,2009,Gable,VinylSd,Stone,76,PConc,294,318,612,Ex,612,612,1224,0,0,2,2,1,Gd,173733
160,RM,2001,Inside,MeadowV,Twnhs,2Story,4,5,1970,Gable,CemntBd,BrkFace,80,CBlock,0,546,546,Fa,546,546,1092,0,0,1,3,1,TA,75000
20,C (all),9000,Inside,IDOTRR,1Fam,1Story,2,3,1949,Gable,AsbShng,None,0,CBlock,50,430,480,TA,480,0,480,1,0,0,1,1,TA,35311
20,RL,17140,Inside,Edwards,1Fam,1Story,4,6,1956,Gable,VinylSd,None,0,CBlock,1059,75,1134,Ex,1229,0,1229,0,0,1,3,1,TA,135000
60,RL,13125,Corner,SawyerW,1Fam,2Story,7,5,1991,Gable,HdBoard,None,0,PConc,48,422,1104,Ex,912,1215,2127,1,0,2,4,1,Gd,238000
20,RL,11029,Corner,NAmes,1Fam,1Story,6,8,1958,Hip,MetalSd,None,0,CBlock,528,245,1184,Ex,1414,0,1414,1,0,1,3,1,TA,176500
60,RL,8462,Inside,SawyerW,1Fam,2Story,6,5,1994,Gable,HdBoard,BrkFace,105,PConc,814,114,928,Ex,936,785,1721,0,1,2,3,1,Gd,201000
90,RL,8777,Inside,Edwards,Duplex,1.5Fin,5,7,1900,Gable,MetalSd,None,0,CBlock,1084,188,1272,Gd,1272,928,2200,2,0,2,4,2,TA,145900
20,RL,10237,Inside,Gilbert,1Fam,1Story,6,5,2005,Gable,VinylSd,None,0,PConc,28,1288,1316,Ex,1316,0,1316,0,0,2,3,1,Gd,169990
120,RL,8012,Inside,SawyerW,TwnhsE,1Story,6,5,1993,Gable,Plywood,None,0,PConc,165,598,1604,Ex,1617,0,1617,1,0,2,2,1,Gd,193000
20,RL,10240,Inside,NWAmes,1Fam,1Story,6,6,1980,Gable,Plywood,BrkFace,157,CBlock,625,0,1686,TA,1686,0,1686,1,0,2,3,1,TA,207500
20,RL,15611,Corner,NWAmes,1Fam,1Story,5,6,1977,Gable,VinylSd,None,0,PConc,767,266,1126,TA,1126,0,1126,0,1,2,3,1,Ex,175000
60,RL,11999,Inside,NridgHt,1Fam,2Story,8,5,2003,Hip,VinylSd,BrkFace,340,PConc,0,1181,1181,Ex,1234,1140,2374,0,0,2,4,1,Ex,285000
60,RL,9900,Inside,NWAmes,1Fam,2Story,7,5,1968,Gable,MetalSd,BrkFace,342,CBlock,552,280,832,Gd,1098,880,1978,0,0,2,4,1,TA,176000
20,RL,11838,Inside,CollgCr,1Fam,1Story,8,5,2001,Hip,VinylSd,None,0,PConc,0,1753,1753,Ex,1788,0,1788,0,0,2,3,1,Ex,236500
60,RL,13006,Corner,Gilbert,1Fam,2Story,7,5,1997,Gable,HdBoard,BrkFace,285,PConc,0,964,964,Gd,993,1243,2236,0,0,2,4,1,Gd,222000
20,RL,8925,Inside,Timber,1Fam,1Story,8,5,2007,Gable,VinylSd,None,0,PConc,16,1450,1466,Ex,1466,0,1466,0,0,2,3,1,Gd,201000
20,RL,9100,Inside,NAmes,1Fam,1Story,5,6,1965,Gable,VinylSd,None,0,CBlock,338,121,925,Ex,925,0,925,0,1,1,2,1,TA,117500
20,RL,11670,Corner,Somerst,1Fam,1Story,9,5,2006,Hip,VinylSd,Stone,302,PConc,0,1905,1905,Ex,1905,0,1905,0,0,2,3,1,Ex,320000
20,RL,8487,FR2,CollgCr,1Fam,1Story,7,5,2004,Gable,VinylSd,BrkFace,210,PConc,20,1480,1500,Ex,1500,0,1500,0,0,2,3,1,Gd,190000
20,RL,27650,Inside,NAmes,1Fam,1Story,7,7,1960,Flat,Wd Sdng,None,0,CBlock,425,160,585,Ex,2069,0,2069,1,0,2,4,1,Gd,242000
30,RL,5825,Inside,BrkSide,1Fam,1Story,4,5,1926,Gable,MetalSd,BrkFace,108,PConc,0,600,600,Gd,747,0,747,0,0,1,1,1,TA,79900
20,RL,10083,Inside,SawyerW,1Fam,1Story,7,5,2003,Gable,VinylSd,NA,NA,PConc,833,343,1176,Ex,1200,0,1200,1,0,2,2,1,Gd,184900
60,RL,9675,Inside,Somerst,1Fam,2Story,7,5,2005,Gable,VinylSd,None,0,PConc,341,772,1113,Ex,1113,858,1971,0,0,2,3,1,Gd,253000
60,RL,8760,Inside,CollgCr,1Fam,2Story,7,5,2006,Gable,VinylSd,None,0,PConc,464,927,1391,Ex,1391,571,1962,0,0,2,3,1,Gd,239799
70,RL,24090,Inside,ClearCr,1Fam,2Story,7,7,1940,Gable,MetalSd,None,0,CBlock,0,1032,1032,Ex,1207,1196,2403,0,0,2,4,1,TA,244400
90,RL,12640,Inside,Mitchel,Duplex,1Story,6,5,1976,Gable,Plywood,None,0,CBlock,936,396,1728,TA,1728,0,1728,0,0,2,4,2,TA,150900
60,RL,8755,FR2,Gilbert,1Fam,2Story,7,5,1999,Gable,VinylSd,BrkFace,298,PConc,772,220,992,Ex,1022,1038,2060,1,0,2,3,1,Gd,214000
90,RL,7711,Inside,Edwards,Duplex,1Story,4,3,1977,Gable,MetalSd,None,0,PConc,1440,0,1440,TA,1440,0,1440,2,0,2,4,2,TA,150000
90,RL,25000,Inside,Mitchel,Duplex,1Story,5,4,1967,Gable,HdBoard,None,0,CBlock,0,1632,1632,TA,1632,0,1632,0,0,2,4,2,TA,143000
20,RL,14375,CulDSac,Timber,1Fam,SLvl,6,6,1958,Gable,HdBoard,BrkFace,541,CBlock,111,354,819,Gd,1344,0,1344,0,1,1,3,1,Gd,137500
50,RM,8820,Corner,OldTown,1Fam,1.5Fin,5,6,1890,Hip,VinylSd,None,0,BrkTil,1088,0,1088,TA,1188,561,1869,0,0,1,2,1,TA,124900
80,RL,8163,Inside,NAmes,1Fam,SLvl,5,6,1959,Gable,HdBoard,BrkFace,128,CBlock,748,102,1144,TA,1144,0,1144,1,0,1,3,1,TA,143000
20,RL,14536,Inside,Timber,1Fam,1Story,8,5,2002,Hip,VinylSd,BrkFace,236,PConc,1300,316,1616,Ex,1629,0,1629,1,0,2,3,1,Gd,270000
60,RL,14006,Inside,CollgCr,1Fam,2Story,7,5,2002,Gable,VinylSd,BrkFace,144,PConc,0,936,936,Ex,936,840,1776,0,0,2,3,1,Gd,192500
20,RL,9360,Inside,NWAmes,1Fam,1Story,6,7,1972,Hip,Plywood,None,0,CBlock,982,179,1161,TA,1381,0,1381,1,0,1,3,1,Gd,197500
20,RL,7200,Inside,NAmes,1Fam,1Story,5,8,1950,Gable,VinylSd,None,0,CBlock,398,317,864,Gd,864,0,864,1,0,1,3,1,Gd,129000
20,RH,7800,Corner,SawyerW,1Fam,1Story,5,5,1965,Gable,VinylSd,None,0,CBlock,641,187,828,Gd,965,0,965,1,0,1,3,1,TA,119900
85,RL,7200,Inside,CollgCr,1Fam,SFoyer,5,8,1972,Gable,WdShing,None,0,CBlock,660,108,768,Gd,768,0,768,0,1,1,2,1,TA,133900
60,RL,11075,Inside,Mitchel,1Fam,2Story,5,4,1969,Gable,HdBoard,BrkFace,232,CBlock,562,29,784,Ex,1168,800,1968,0,1,2,4,1,TA,172000
90,RL,9400,CulDSac,Edwards,Duplex,SFoyer,6,5,1975,Flat,WdShing,BrkFace,250,CBlock,945,0,945,TA,980,0,980,0,2,2,4,0,TA,127500
90,RH,7136,Inside,Crawfor,Duplex,2Story,6,6,1946,Gable,MetalSd,BrkFace,423,CBlock,484,495,979,TA,979,979,1958,0,0,2,4,2,TA,145000
160,RM,1300,Inside,Blueste,TwnhsE,2Story,6,6,1980,Gable,MetalSd,None,0,CBlock,285,276,561,TA,561,668,1229,0,0,1,2,1,TA,124000
20,RL,7420,Inside,Sawyer,1Fam,1Story,5,5,1962,Hip,MetalSd,None,0,CBlock,417,640,1057,TA,1057,0,1057,0,0,1,3,1,TA,132000
20,RL,8450,Inside,CollgCr,1Fam,1Story,7,5,2003,Gable,VinylSd,None,0,PConc,699,638,1337,Ex,1337,0,1337,1,0,2,3,1,Gd,185000
160,FV,2572,FR2,Somerst,Twnhs,2Story,7,5,1999,Hip,MetalSd,None,0,PConc,604,92,696,Ex,696,720,1416,1,0,2,3,1,Gd,155000
20,RL,7207,Inside,BrkSide,1Fam,1Story,5,7,1958,Gable,Wd Sdng,None,0,CBlock,696,162,858,Gd,858,0,858,1,0,1,2,1,TA,116500
60,RL,12227,Corner,NWAmes,1Fam,2Story,6,7,1977,Gable,HdBoard,BrkFace,424,CBlock,896,434,1330,TA,1542,1330,2872,1,0,2,4,1,TA,272000
160,RL,2308,Corner,NPkVill,TwnhsE,2Story,6,6,1976,Gable,Plywood,None,0,CBlock,556,248,804,TA,804,744,1548,1,0,2,3,1,Gd,155000
20,RL,11923,Corner,CollgCr,1Fam,1Story,9,5,2007,Gable,VinylSd,None,0,PConc,0,1800,1800,Ex,1800,0,1800,0,0,2,2,1,Ex,239000
60,RL,11316,Corner,Timber,1Fam,2Story,7,5,2002,Gable,VinylSd,BrkFace,44,PConc,624,193,817,Ex,824,1070,1894,1,0,2,4,1,Gd,214900
60,RL,10237,Inside,Gilbert,1Fam,2Story,6,5,2005,Gable,VinylSd,None,0,PConc,0,783,783,Ex,783,701,1484,0,0,2,3,1,Gd,178900
50,RL,9600,Inside,Crawfor,1Fam,1.5Fin,5,7,1940,Gable,MetalSd,None,0,BrkTil,428,300,728,Ex,976,332,1308,1,0,1,2,1,TA,160000
20,RL,7390,Inside,NAmes,1Fam,1Story,5,7,1955,Hip,Wd Sdng,BrkFace,151,CBlock,902,196,1098,TA,1098,0,1098,1,0,1,3,1,TA,135000
50,RM,5925,Inside,OldTown,1Fam,1.5Fin,3,6,1910,Gable,VinylSd,None,0,BrkTil,0,600,600,Fa,600,368,968,0,0,1,2,1,TA,37900
190,RL,10382,Inside,NAmes,2fmCon,SLvl,6,5,1958,Hip,HdBoard,BrkFace,105,CBlock,513,75,588,TA,1095,0,1095,1,0,1,2,1,TA,140000
50,RL,10800,Inside,NAmes,1Fam,1.5Fin,4,4,1949,Gable,AsbShng,None,0,CBlock,0,720,720,TA,720,472,1192,0,0,1,4,1,TA,135000
160,RL,2268,Inside,NridgHt,Twnhs,2Story,7,5,2003,Gable,VinylSd,Stone,106,PConc,567,197,764,Ex,764,862,1626,0,0,2,2,1,Gd,173000
120,RL,7892,Inside,SawyerW,TwnhsE,1Story,6,5,1979,Gable,Plywood,None,0,CBlock,0,918,918,TA,918,0,918,0,0,2,2,1,TA,99500
20,FV,11639,Corner,Somerst,1Fam,1Story,7,5,2007,Gable,CemntBd,NA,NA,PConc,0,1428,1428,Ex,1428,0,1428,0,0,2,3,1,Gd,182000
70,RL,11414,Corner,BrkSide,1Fam,2Story,7,8,1910,Gable,HdBoard,None,0,BrkTil,0,728,728,TA,1136,883,2019,0,0,1,3,1,Gd,167500
160,FV,2651,FR2,Somerst,Twnhs,2Story,7,5,2000,Gable,MetalSd,None,0,PConc,641,32,673,Ex,673,709,1382,1,0,2,3,1,Gd,165000
30,RL,5900,Inside,BrkSide,1Fam,1Story,4,7,1923,Gable,Wd Sdng,None,0,PConc,0,440,440,TA,869,0,869,0,0,1,2,1,Fa,85500
120,FV,4274,Inside,Somerst,TwnhsE,1Story,7,5,2006,Gable,VinylSd,NA,NA,PConc,1106,135,1241,Ex,1241,0,1241,1,0,1,1,1,Gd,199900
20,RL,9450,Inside,Edwards,1Fam,1Story,4,5,1954,Gable,MetalSd,None,0,CBlock,552,342,894,Ex,894,0,894,0,0,1,3,1,TA,110000
20,RL,8816,Corner,Sawyer,1Fam,1Story,5,6,1963,Gable,VinylSd,None,0,PConc,651,470,1121,TA,1121,0,1121,1,0,1,3,1,TA,139000
85,RL,12122,Corner,NAmes,1Fam,SFoyer,7,9,1961,Gable,CemntBd,Stone,210,CBlock,867,77,944,Gd,999,0,999,1,0,1,3,1,Ex,178400
60,RL,12203,Corner,NoRidge,1Fam,2Story,8,5,1998,Hip,VinylSd,BrkFace,975,PConc,854,371,1225,Ex,1276,1336,2612,1,0,2,4,1,Gd,336000
20,RL,3182,Inside,Blmngtn,1Fam,1Story,7,5,2007,Gable,VinylSd,BrkFace,16,PConc,0,1266,1266,Ex,1266,0,1266,0,0,2,2,1,Gd,159895
60,RL,11250,Corner,CollgCr,1Fam,2Story,8,5,2002,Gable,CemntBd,None,0,PConc,0,1128,1128,Ex,1149,1141,2290,0,0,2,4,1,Gd,255900
90,RL,10125,Inside,Mitchel,Duplex,1.5Fin,5,5,1977,Gable,Plywood,None,0,CBlock,0,0,0,TA,1302,432,1734,0,0,2,4,2,Gd,126000
190,RL,10880,Inside,Edwards,2fmCon,1Story,5,5,1950,Gable,MetalSd,None,0,CBlock,1040,124,1164,TA,1164,0,1164,1,0,1,3,1,TA,125000
50,RM,5310,Corner,OldTown,1Fam,1.5Fin,6,8,1910,Hip,VinylSd,None,0,CBlock,0,485,485,Gd,1001,634,1635,0,0,1,2,1,Gd,117000
20,RL,10159,Inside,NridgHt,1Fam,1Story,9,5,2009,Hip,VinylSd,Stone,450,PConc,1646,284,1930,Ex,1940,0,1940,1,0,2,3,1,Ex,395192
60,RL,12046,Inside,NWAmes,1Fam,2Story,6,6,1976,Gable,Plywood,BrkFace,298,CBlock,156,692,848,TA,1118,912,2030,0,0,2,4,1,Gd,195000
60,FV,8125,Inside,Somerst,1Fam,2Story,7,5,2006,Gable,VinylSd,None,0,PConc,0,770,770,Ex,778,798,1576,0,0,2,3,1,Gd,197000
60,RL,9452,Inside,NoRidge,1Fam,2Story,8,5,1997,Gable,VinylSd,BrkFace,423,PConc,1074,322,1396,Ex,1407,985,2392,1,0,2,3,1,Gd,348000
70,RM,17671,Corner,OldTown,1Fam,2Story,8,9,1882,Gable,Wd Sdng,None,0,BrkTil,216,700,916,Gd,916,826,1742,0,0,1,4,1,Gd,168000
60,RL,9760,Inside,NAmes,1Fam,2Story,6,8,1964,Hip,Wd Sdng,BrkFace,340,CBlock,536,169,822,Gd,1020,831,1851,0,0,2,3,1,Gd,187000
60,RL,8846,Inside,CollgCr,1Fam,2Story,6,5,2005,Gable,VinylSd,None,0,PConc,0,750,750,Ex,750,750,1500,0,0,2,3,1,Gd,173900
20,RL,12456,FR2,NridgHt,1Fam,1Story,10,5,2006,Hip,CemntBd,Stone,230,PConc,1172,528,1700,Ex,1718,0,1718,1,0,2,3,1,Ex,337500
50,RL,4712,Inside,BrkSide,1Fam,1.5Fin,4,7,1946,Gable,MetalSd,None,0,CBlock,384,363,747,TA,774,456,1230,1,0,1,3,1,TA,121600
20,RL,10659,Inside,NAmes,1Fam,1Story,5,6,1961,Hip,Wd Sdng,None,0,CBlock,915,135,1050,TA,1050,0,1050,1,0,1,3,1,TA,136500
20,RL,11717,Inside,NWAmes,1Fam,1Story,6,6,1970,Hip,HdBoard,BrkFace,571,CBlock,0,1442,1442,TA,1442,0,1442,0,0,2,2,1,TA,185000
30,RM,9786,Inside,IDOTRR,1Fam,1Story,3,4,1922,Hip,Wd Sdng,None,0,BrkTil,0,1007,1007,Fa,1077,0,1077,0,0,1,3,1,TA,91000
20,RL,6762,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,Stone,24,PConc,686,501,1187,Ex,1208,0,1208,1,0,2,2,1,Gd,206000
20,RL,10206,Corner,Edwards,1Fam,1Story,3,3,1952,Flat,BrkComm,None,0,Slab,0,0,0,Fa,944,0,944,0,0,1,2,1,Fa,82000
30,RL,5400,Corner,OldTown,1Fam,1Story,5,6,1920,Gable,Wd Sdng,None,0,BrkTil,0,691,691,Ex,691,0,691,0,0,1,2,1,Ex,86000
20,RL,11957,Inside,Somerst,1Fam,1Story,8,5,2006,Gable,VinylSd,BrkFace,53,PConc,24,1550,1574,Ex,1574,0,1574,0,0,2,3,1,Gd,232000
90,RL,11500,Corner,NWAmes,Duplex,1Story,5,6,1976,Gable,VinylSd,BrkFace,164,CBlock,0,1680,1680,Fa,1680,0,1680,0,0,2,4,2,TA,136905
120,RL,3182,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,BrkFace,16,PConc,16,1330,1346,Ex,1504,0,1504,0,0,2,1,1,Gd,181000
80,RL,8385,Inside,CollgCr,1Fam,SLvl,5,8,1977,Gable,HdBoard,BrkFace,220,CBlock,595,390,985,TA,985,0,985,0,0,2,3,1,TA,149900
20,RL,12155,Inside,NAmes,1Fam,1Story,6,3,1970,Gable,Plywood,None,0,CBlock,1237,420,1657,Gd,1657,0,1657,0,1,2,3,1,TA,163500
160,RM,2217,Inside,MeadowV,TwnhsE,2Story,4,4,1970,Gable,CemntBd,None,0,CBlock,273,0,546,TA,546,546,1092,0,0,1,3,1,TA,88000
20,RL,12118,CulDSac,Mitchel,1Fam,1Story,7,5,2004,Hip,VinylSd,Stone,108,PConc,0,1710,1710,Ex,1710,0,1710,0,0,2,3,1,Gd,240000
50,RL,6000,Inside,SWISU,1Fam,1.5Fin,5,5,1926,Gable,Wd Sdng,None,0,BrkTil,0,1008,1008,Ex,1008,0,1522,0,0,2,4,1,TA,102000
50,RL,21286,Inside,Sawyer,1Fam,1.5Fin,5,5,1948,Gable,Wd Sdng,None,0,CBlock,0,720,720,TA,720,551,1271,0,0,2,4,1,TA,135000
90,RL,9825,Inside,Edwards,Duplex,1Story,5,5,1965,Hip,AsphShn,None,0,CBlock,0,0,0,TA,1664,0,1664,0,0,2,4,2,TA,100000
70,RL,10592,Inside,Crawfor,1Fam,2Story,6,7,1923,Hip,Wd Sdng,None,0,PConc,0,602,602,TA,900,602,1502,0,0,1,3,1,Gd,165000
30,RM,7200,Inside,OldTown,1Fam,1Story,5,4,1910,Hip,MetalSd,None,0,BrkTil,247,310,1022,TA,1022,0,1022,1,0,1,2,1,TA,85000
20,RL,11664,Inside,NAmes,1Fam,1Story,6,5,1948,Gable,MetalSd,BrkFace,206,CBlock,336,746,1082,TA,1082,0,1082,0,0,1,2,1,TA,119200
60,RL,8400,Inside,NWAmes,1Fam,2Story,8,6,2001,Gable,VinylSd,None,0,PConc,643,167,810,Ex,810,855,1665,1,0,2,3,1,Gd,227000
20,RL,11883,Inside,CollgCr,1Fam,1Story,7,5,1996,Hip,VinylSd,BrkFace,196,PConc,690,814,1504,Ex,1504,0,1504,1,0,2,3,1,Gd,203000
120,RL,5814,CulDSac,StoneBr,TwnhsE,1Story,8,5,1984,Gable,HdBoard,None,0,CBlock,1036,184,1220,Gd,1360,0,1360,1,0,1,1,1,Gd,187500
80,RL,10784,FR2,Gilbert,1Fam,SLvl,7,5,1991,Gable,HdBoard,BrkFace,76,PConc,0,384,384,Gd,802,670,1472,0,0,2,3,1,Gd,160000
120,RL,3013,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,BrkFace,145,PConc,16,1346,1362,Ex,1506,0,1506,0,0,2,2,1,Gd,213490
20,RL,7024,Inside,Edwards,1Fam,1Story,4,5,2005,Gable,VinylSd,None,0,PConc,1024,108,1132,Ex,1132,0,1132,1,0,1,2,1,Gd,176000
20,RL,7406,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,Stone,84,PConc,684,515,1199,Ex,1220,0,1220,1,0,2,2,1,Gd,194000
50,RM,9439,Inside,OldTown,1Fam,1.5Fin,5,5,1930,Gable,Wd Sdng,None,0,CBlock,324,588,912,Gd,912,336,1248,0,0,1,2,1,TA,87000
120,RL,3182,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,BrkFace,14,PConc,16,1330,1346,Ex,1504,0,1504,0,0,2,2,1,Gd,191000
20,RL,15498,Corner,Timber,1Fam,1Story,8,6,1976,Hip,Stone,None,0,CBlock,1165,0,1565,TA,2898,0,2898,1,0,2,2,1,Gd,287000
20,RL,7700,Corner,CollgCr,1Fam,1Story,5,5,1972,Gable,VinylSd,None,0,CBlock,138,276,882,TA,882,0,882,1,0,1,3,1,TA,112500
20,RL,9300,Inside,NAmes,1Fam,1Story,5,5,1960,Gable,MetalSd,BrkFace,324,CBlock,697,571,1268,TA,1264,0,1264,1,0,1,3,1,TA,167500
20,RL,9520,Inside,Timber,1Fam,1Story,8,5,2007,Gable,VinylSd,Stone,338,PConc,1513,125,1638,Ex,1646,0,1646,1,0,2,3,1,Gd,293077
50,RL,9492,Inside,NAmes,1Fam,1.5Fin,5,5,1941,Gable,WdShing,None,0,CBlock,368,359,768,TA,968,408,1376,1,0,1,3,1,TA,105000
160,RM,1680,Inside,BrDale,Twnhs,2Story,6,7,1972,Gable,HdBoard,BrkFace,281,CBlock,317,355,672,Gd,672,546,1218,0,1,1,3,1,TA,118000
190,RH,7082,Inside,SWISU,2fmCon,2Story,5,8,1916,Gable,VinylSd,None,0,PConc,0,686,686,Gd,948,980,1928,0,0,2,5,2,TA,160000
75,RL,15863,Corner,SWISU,1Fam,2.5Fin,7,3,1920,Gable,Wd Sdng,None,0,BrkTil,523,301,824,Ex,1687,998,3082,1,0,2,5,1,TA,197000
60,RL,14541,Corner,NoRidge,1Fam,2Story,8,7,1993,Gable,MetalSd,None,0,PConc,1012,326,1338,Ex,1352,1168,2520,1,0,2,5,1,Gd,310000
20,RL,8125,Inside,CollgCr,1Fam,1Story,7,5,2002,Gable,VinylSd,Stone,295,PConc,986,668,1654,Ex,1654,0,1654,1,0,2,3,1,Gd,230000
30,RL,6305,Inside,Crawfor,1Fam,1Story,5,7,1938,Gable,MetalSd,None,0,PConc,0,920,920,Ex,954,0,954,0,0,1,2,1,Fa,119750
20,RL,11500,CulDSac,Edwards,1Fam,1Story,4,3,1957,Gable,Wd Sdng,None,0,Slab,0,0,0,Ex,845,0,845,0,0,1,3,1,TA,84000
20,RL,12898,Inside,Timber,1Fam,1Story,9,5,2007,Hip,VinylSd,Stone,70,PConc,1022,598,1620,Ex,1620,0,1620,1,0,2,2,1,Ex,315500
60,RL,9240,Inside,CollgCr,1Fam,2Story,8,5,2001,Gable,VinylSd,BrkFace,396,PConc,0,1055,1055,Ex,1055,1208,2263,0,0,2,3,1,Gd,287000
